DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	co2_mean	h2o_mean	avg_signal_strength_7200_mean	co2_signal_strength_7200_mean	h2o_signal_strength_7200_mean	delta_signal_strength_7200_mean	flowrate_mean	rssi_77_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	241
DATA	2026-09-22T233000_AIU-1657.ghg	2026-09-23	00:00:00	266	0	18000	18000	0.027751124364659166	1	NaN	35.9503163320402	1	NaN	8.52229681566401	1	NaN	0.0880273442710366	2	NaN	0.19344766986790007	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.7294210700859237e-11	-6.669429005675444e-13	NaN	NaN	17.24960551457088	427.32379974084307	434.4838928616014	0.1	1	665.2227230562323	16.479536384192574	16.75566192451891	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	298.0616106558905	296.50971443843923	96960.71761609969	1.1322073469845362	1014.6157308753984	0.025557610256193113	0.012535409007439925	0.011619288648447927	1589.930719624415	2861.229511907274	0.010262509494744186	55.56809452047693	1271.2987922828593	287.07821340177844	-0.6783594241261647	1.002956091040582	0.1724289549460265	1.2230389091766551	3.6143572380562155e-15	-1.0025858670362448e-15	1.2230389091766551	3.440499239459808	36.92715027994137	124.07284972005864	8.104791844872146	NaN	0.15655873641729176	0.30347614771836595	-9.119613317230868	-0.21964747082151864	4.218383507361936	0.19989312084493518	1	10.67845411766618	5	9	15	23	38	94	0.02740909926489955	1.0124785238819438	35.866230297795546	1.0216544365896896	7.7698800863149255	1.0968376243893796	0.08025558415726512	1.0968376243893796	0.17636855772119808	1.0968376243893796	NaN	1	NaN	NaN	800000009	800000009	800000009	800000019	800000009	800001019	899999999	899999999	89999	89999	89	89	1	4	0	33	9	0	0	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	8096	0	0	0	0	300	0	0	18000	0	20	18000	18000	18000	18000	93	NaN	0.33867936524953746	0.15514798823149803	0.11312494195569642	0.4869260565157826	0.5948917724213516	0.02451851161242695	NaN	NaN	0.031221816907579806	0.002085335604550899	0.0045827045781463025	NaN	NaN	17.25094730998816	665.2760261380067	92.49888837687178	92.37530431365968	92.62247178014118	-0.2471674619623146	0.00027537117275642245	16.86323011516027	198
DATA	2026-09-23T000000_AIU-1657.ghg	2026-09-23	00:30:00	266.02	0	18000	18000	0.22602443919309484	1	NaN	-23.64303153877212	2	NaN	158.61786432619027	1	NaN	5.941677833303261	1	NaN	3.5893625832997684	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.797719325770776e-10	1.8879408970114422e-11	NaN	NaN	17.318614570930894	428.67144700910507	436.0265894496768	0.2	0	681.5013240230734	16.868564024627343	17.15799475773237	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	294.88961289893246	293.31814538153196	96968.99510383271	1.1444583848801009	1014.7585815082149	0.02528346549344431	0.23259069539782498	0.012022542123855793	1627.4003188461968	2354.362515416764	0.010505005933540637	69.12275863167649	726.9621965705671	287.43757171713816	-1.0587768308574959	0.43635960503871135	0.6008485265960591	1.293227371494577	1.020630973110933e-13	2.770267394150393e-14	1.293227371494577	3.775124384704777	3.398301730517119	157.60169826948288	27.68509278710267	NaN	0.4444037321115674	0.4905589545387967	317.17702937119856	0.006315400594964688	-0.14905654945745156	-0.045810256765722354	0	17.108325914367207	-2.596254461849029	5.872734661767725	14.623939673666762	22.30243071749153	31.279476192155226	46.8623552026851	0.22361584229613912	1.0107711371082821	-14.310932151132235	1.0218678704318018	143.0588775062723	1.1087593240708589	5.358852642147918	1.1087593240708589	3.2372783753657783	1.1087593240708589	NaN	1	NaN	NaN	800000009	800000019	800000009	800000019	800000009	800001009	899999999	899999999	89999	89999	89	89	11	4	1	8	6	0	0	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	13238	0	0	0	0	300	150	0	18000	0	15	18000	18000	18000	18000	93	NaN	0.20897305109752612	0.540569057494712	0.23157580048535537	0.359618846765309	0.5449387203342994	0.08280090064934846	NaN	NaN	-0.012322680395704593	0.13780307171846315	0.08324671975946574	NaN	NaN	17.31993302928586	681.5456953859904	91.77928291024106	91.52638513861767	92.03218074586658	-0.5057955480184974	0.00027516405712554436	7.670768224980759	060
DATA	2026-09-23T003000_AIU-1657.ghg	2026-09-23	01:00:00	266.041	0	18000	18000	0.11188289230398236	1	NaN	71.59519058583378	0	NaN	13.61382363153022	0	NaN	0.2762082585803532	2	NaN	0.30788433528983966	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0252662680408335e-12	2.359324817402099e-13	NaN	NaN	17.299777112780056	428.07909853951224	435.37705132161074	0.1	1	677.4106182527004	16.762373579280716	17.04814088563799	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	294.26212463463673	292.7038296820334	96901.61324876484	1.146108800290048	1014.68611082639	0.025247209227897492	0.019950904926781608	0.011964014491561701	1616.0866854600806	2266.4104241963337	0.010438812169083725	71.3060030172224	650.3237387362531	287.32983965513955	-1.2655606509221586	-0.2524081161434773	0.9104897296093366	1.57934960220393	-2.6087169987470343e-14	3.48285774363516e-16	1.57934960220393	4.03923993694802	329.72071777955387	191.27928222044616	35.20450990223875	NaN	0.3124416472476154	0.573270334578351	-36.38022178991818	-0.055060137114257675	5.259006765741855	0.19704134700016238	0	15.877279424560959	-2.4094384076131767	5.450156238424658	13.57165964974651	20.69763728613314	29.02873058664897	43.490328146088494	0.1105613846934674	1.011952704953713	71.16002830538892	1.022579433638442	12.35744707963389	1.1016695878849398	0.2507178755026147	1.1016695878849398	0.2794706676808034	1.1016695878849398	NaN	1	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800001019	899999999	899999999	89999	89999	89	89	15	7	0	6	10	0	1	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	1807	0	0	0	0	300	0	0	18000	0	20	18000	18000	18000	18000	93	NaN	0.3026261454363698	0.7059542065789867	0.1379603171413456	0.147892447094612	0.5539277224980358	0.022091212750156925	NaN	NaN	0.06118973173679674	0.006437285149405536	0.007175524980616404	NaN	NaN	17.301114688165203	677.4610325743193	91.71111702389187	91.44768761316934	91.97454506005181	-0.5268578558713196	0.0002750000826684603	22.854156804701347	158
DATA	2026-09-23T010000_AIU-1657.ghg	2026-09-23	01:30:00	266.062	0	18000	18000	0.11523623902033207	1	NaN	52.87006388910626	0	NaN	24.634071902894025	1	NaN	0.6461011290020282	1	NaN	0.5569557550128992	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.808427587232862e-10	-1.0780485443629696e-11	NaN	NaN	17.320141576782714	428.2966329897045	435.4558223398384	0.2	0	664.8543654781781	16.440678899791333	16.71549295206801	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	293.93742958831785	292.41059968603895	96901.61324876484	1.1473958301852412	1014.500604951318	0.025219350923741453	0.03609073292483587	0.011747369698219856	1585.234582126802	2225.489297791778	0.01023828864387916	71.23083376315209	640.254715664976	287.03265063739786	-1.0449272981113744	-0.3197814502494613	0.7878397930658193	1.3471543244187203	3.468257128747947e-14	-1.6214807337357452e-14	1.3471543244187203	3.591263343360537	323.98419981824065	197.01580018175937	35.79011761480983	NaN	0.3169114308167767	0.4722346343551431	-51.40661816460878	-0.03896579995956721	2.146216999670893	0.14331985278199674	0	16.898256914338305	-2.5643756806432543	5.800624771880919	14.444375851986798	22.028584559633213	30.89540306203115	46.2869436664716	0.11384618642761254	1.0122099179281985	53.405346762677844	1.0219030122981803	22.427403190326643	1.09839162803829	0.5882247392543901	1.09839162803829	0.5070648216862444	1.09839162803829	NaN	1	NaN	NaN	800000009	800000009	800000009	800000019	800001009	800011009	899999999	899999999	89999	89999	89	89	12	0	1	11	0	0	2	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	4857	0	0	0	0	300	0	0	18000	0	15	18000	18000	18000	18000	93	NaN	0.2436056862403331	0.5794051691946225	0.12145841327533066	0.11358747378493966	0.14279503586194375	0.032079181801048816	NaN	NaN	0.04587955128245541	0.015081365461379798	0.013000524082263102	NaN	NaN	17.3215097302006	664.9029796733225	92.04616464233398	91.83249847920736	92.25982865609063	-0.4273309280276303	0.00027461988283903336	27.015162028668264	049
DATA	2026-09-23T013000_AIU-1657.ghg	2026-09-23	02:00:00	266.083	0	18000	18000	0.14910082727640345	1	NaN	65.6741810298628	0	NaN	5.718034472057924	0	NaN	0.1967070488671035	1	NaN	0.1288114588019427	0	NaN	0.005670118519546753	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.12590486401885e-10	8.18252560647868e-12	1.0849040578620598e-12	NaN	17.3466884861015	428.8696749542787	436.0678592878777	0.1	1	667.6673313443054	16.507027932198465	16.784083263444487	0.1	1	0.08852462331481695	2.0971107180447515	2.1323087989490768	0.3	0	NaN	NaN	NaN	NaN	9	293.7738848020766	288.64371143013386	98088.84872736772	1.1765105962737366	1014.5155870299163	0.024465409146560514	0.008346982530365886	0.012158253583779258	1619.589687066551	1754.92628720419	0.010334164114022496	92.2881889043188	135.33660013763892	287.3632670291064	-1.2452795594425556	-0.5413935266869657	0.9682150970579373	1.6677135863435835	1.502864745031002e-14	1.2255393101237542e-14	1.6677135863435835	4.856823723271055	317.5026868608387	203.4973131391613	35.49024761332998	NaN	0.3559935300699312	0.4595061343382892	-59.16872842746191	-0.03385403156763301	11.485446852548726	0.15456031485071822	0	16.55490206399799	-2.512270257432621	5.68276216270615	14.150881290147701	21.580986834434466	30.267640888196144	45.346441536821374	0.14734466366121207	1.0119187459630659	64.86605262946904	1.0228935725332782	5.183984385753149	1.1030192312639817	0.17833510358807722	1.1030192312639817	0.11678079144126427	1.1030192312639817	-0.012880097632923486	1.3052840576307363	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800001019	899999999	899999999	89999	89999	89	89	24	15	3	21	0	0	1	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	1043	0	0	0	0	300	150	0	18000	0	15	18000	18000	18000	18000	93	NaN	0.255152662077307	0.502526225009921	0.1613333815893504	0.16055783706608692	0.10121692077393642	0.026653136620059744	3.071304716721361e-7	NaN	0.05434541420361173	0.004436290895368082	0.00290505655589501	-0.000012880097632923487	NaN	17.348019829285967	667.7161161290372	91.86075761328804	91.61298412831623	92.10853080240886	-0.4955470022261128	0.000274944241068119	34.58481636034154	024
DATA	2026-09-23T020000_AIU-1657.ghg	2026-09-23	02:30:00	266.104	0	18000	18000	0.09894356919575656	1	NaN	103.12995239419675	0	NaN	14.481392152726258	1	NaN	0.2897754120187006	1	NaN	0.32729597792345355	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2617687905870267e-10	1.621246527268885e-11	NaN	NaN	17.382605903064757	429.5205517780408	436.65535356076646	0.1	1	661.2627488725302	16.339664049791068	16.61108357490807	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	293.5585008917914	292.04296865628623	96950.07617010991	1.149458093593467	1014.4366758836334	0.02517424918915963	0.02120877936943979	0.011696108551627832	1576.3334132852385	2175.059288419913	0.010175324021655404	72.47312391334292	598.7258751346747	286.9459633208689	-1.3786109592541045	-0.7481158480999759	0.9491354349188046	1.833331277476164	-1.452780930980242e-14	2.4517433199331908e-14	1.833331277476164	3.756865434461023	312.5131242493934	208.48687575060657	31.178822569768922	NaN	0.2933912888935454	0.3781766848123667	-20.917801180180234	-0.09576054302963503	7.121549593198577	0.3014529355509873	0	14.486485078139982	-2.1983799998248648	4.972741545338998	12.382829560681104	18.884596389636982	26.48591495028528	39.68072696113955	0.09777725955335645	1.0119282300171613	102.09726936383932	1.0235482711369768	13.097593806521456	1.1056528677439816	0.26208534384754045	1.1056528677439816	0.29602055714944364	1.1056528677439816	NaN	1	NaN	NaN	800000009	800000009	800000009	800000019	800000009	800011019	899999999	899999999	89999	89999	89	89	16	1	0	30	0	0	3	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	1796	0	0	0	0	300	0	0	18000	0	15	18000	18000	18000	18000	93	NaN	0.19599492599289123	0.40737535036374833	0.15298309326809387	0.15079946062168084	0.1631862728659205	0.02440021118162726	NaN	NaN	0.08755804216173056	0.0067068499588865465	0.007575263203967025	NaN	NaN	17.383953656567463	661.3115857341201	91.79649307505288	91.52884005822077	92.06414683405558	-0.5353065144916357	0.000274369914566503	28.007142743252906	226
DATA	2026-09-23T023000_AIU-1657.ghg	2026-09-23	03:00:00	266.124	0	18000	18000	0.1782797691203314	1	NaN	66.19071151215667	0	NaN	19.092003617115818	0	NaN	1.1922097670197718	1	NaN	0.43142474923288443	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.664318995794069e-11	1.3809515648452945e-12	NaN	NaN	17.42861505841907	430.43774662597514	437.5352992005822	0.1	1	656.8225437150963	16.221668486119658	16.489150011219557	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	293.3633626403809	291.85972884333984	96909.88569078773	1.1497535889279975	1014.3670174493515	0.025167948343003576	0.02795632375029091	0.011614553047571322	1564.3602897190924	2150.307832672618	0.010101775858251897	72.7505274337744	585.9475429535257	286.82867732659884	-1.081585734757594	-1.1617039135222482	0.7987222617976227	1.7768908058221091	-3.131788663963878e-14	2.1024728491114286e-15	1.7768908058221091	4.277057616452244	293.9545738764716	227.04542612352842	26.711964357755022	NaN	0.39377545731595015	0.4708109941092294	-78.77144581156799	-0.02542926538115966	3.4669337404072804	0.1441280502519997	0	18.35246921905949	-2.785058008271672	6.299808797848845	15.68741465796883	23.924297169791743	33.55416695228802	50.270256464290725	0.17618049895229196	1.0119154513724467	66.09104321121369	1.0233163479600857	17.281873418852005	1.1047415493906598	1.0791752764955356	1.1047415493906598	0.39052097702928307	1.1047415493906598	NaN	1	NaN	NaN	800000009	800000019	800000009	800000019	800000009	800010009	899999999	899999999	89999	89999	89	89	14	5	0	20	2	0	1	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	12151	0	0	0	0	300	0	0	18000	0	15	18000	18000	18000	18000	93	NaN	0.4284287588292343	0.36064133865434317	0.15255189073488126	0.1268708756156079	0.15822268688771482	0.015304355429887093	NaN	NaN	0.05666863002698702	0.027606259508099026	0.009989872516572025	NaN	NaN	17.429951507453485	656.8717071907912	91.78338668992784	91.5078137719896	92.05895838716296	-0.5511437171863175	0.00027440026452596705	12.500688075312322	160
DATA	2026-09-23T030000_AIU-1657.ghg	2026-09-23	03:30:00	266.145	0	18000	18000	0.08365157474580409	1	NaN	67.20195769322919	0	NaN	22.599200060721632	0	NaN	0.9918662248872937	1	NaN	0.5109038998441383	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.317639000976188e-10	-1.6197771703805366e-11	NaN	NaN	17.43616949461135	430.5888469764188	437.6586487555651	0.1	1	654.1239154054223	16.153689180480143	16.418915233848377	0.1	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	293.8188509216309	292.31916706986846	96913.43123926775	1.1480176465682432	1014.3388234185123	0.025206102965557288	0.03310657270990016	0.011548373202215918	1557.8954424748474	2212.887331795401	0.0100594039096327	70.40102856076574	654.9918893205538	286.76502064038675	-1.5038765853475438	-0.6663554377445668	1.037690780734033	1.9448589948345716	3.269474181854807e-14	-2.476254318536279e-14	1.9448589948345716	4.006682374426128	317.1022589430935	203.89774105690645	32.24602167988573	NaN	0.26993722477924215	0.3346272799473059	-24.994050095527978	-0.08014307374531515	2.973643204744625	0.2137900723409247	0	15.085667987042383	-2.289308317913261	5.178421648433999	12.895002099194786	19.66569182701573	27.581412407346214	41.32198177759018	0.08266133719380607	1.0119794523729555	67.23342141449547	1.0240302541047288	20.405568012921353	1.1075016410428375	0.8955889437358665	1.1075016410428375	0.46131209283181257	1.1075016410428375	NaN	1	NaN	NaN	800000009	800000019	800000009	800000019	800000009	800010019	899999999	899999999	89999	89999	89	89	34	3	1	30	0	0	0	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	11317	0	0	0	0	300	150	17996	18000	0	15	18000	18000	18000	18000	93	NaN	0.18808360287799875	0.36414808289097456	0.11702287412563855	0.1380701049351652	0.08641721676801752	0.01934256767726218	NaN	NaN	0.05773691838560021	0.022943120644193637	0.011817853575007087	NaN	NaN	17.43753542206779	654.1734095531621	91.82575953504775	91.55581279924179	92.09570987913344	-0.5398968879116909	0.00027444202848225053	10.823834242633428	245
DATA	2026-09-23T033000_AIU-1657.ghg	2026-09-23	04:00:00	266.166	0	18000	18000	0.3060220297618056	1	NaN	125.6434034486135	0	NaN	58.08163224355773	1	NaN	3.929345221003027	1	NaN	1.307784478799465	1	NaN	-0.06142573161345291	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.4160117883849424e-10	-8.991039031779502e-12	-1.2262263647654858e-12	NaN	17.456257017403477	430.95421273710224	437.9783765927535	0.1	1	649.6238509546656	16.03769553715329	16.29909546779681	0.1	1	0.0885977572119866	2.093691829067574	2.1278171120696925	-1.3	0	NaN	NaN	NaN	NaN	9	293.9335052049425	288.14011787716277	98060.07076028424	1.178431463575898	1014.2409146730688	0.024429892018811218	0.08474443422620533	0.011829740316029312	1573.0794079474542	1699.0467752195466	0.010038547579281777	92.58599768356494	125.96736727209236	286.9141655433597	-2.0292482514417425	-0.9237919669215581	1.3176946784157948	2.589895621381964	3.176166683912696e-14	-1.3840377040600603e-14	2.589895621381964	8.13654236960232	316.5231437867367	204.47685621326335	30.58279516874597	NaN	0.5095938533570296	1.0134848128448286	-90.69062645851012	-0.022087177895020873	2.163220946025489	0.20628614291751216	0	17.53080605351121	-2.66036745290294	6.017758422098118	14.985069342290613	22.853176248055842	32.05190462963991	48.01959375692727	0.3021660882410601	1.0127610002273628	126.15624501823783	1.0272690330491074	51.908034480392026	1.1189333756318156	3.5116882797282614	1.1189333756318156	1.1687777907786627	1.1189333756318156	-0.08419062983707679	1.308725779141236	NaN	NaN	800000009	800000009	800000009	800000019	800001019	800001019	899999999	899999999	89999	89999	89	89	33	14	2	57	3	0	3	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	300	0	17600	18000	0	20	18000	18000	18000	18000	93	NaN	0.44361682442735056	1.2968689043006636	0.28648389696164317	0.22446119870219894	0.4237630477825603	0.04267355301897405	0.0000010179496606841243	NaN	0.10555122996282501	0.08718884876966436	0.02901863204482054	-0.00008419062983707679	NaN	17.457602469230586	649.669753669719	91.72347762383353	91.42994522815283	92.01701148478188	-0.5870663134124571	0.00027439349828960587	27.425594134294325	146
