DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	co2_mean	h2o_mean	avg_signal_strength_7200_mean	co2_signal_strength_7200_mean	h2o_signal_strength_7200_mean	delta_signal_strength_7200_mean	flowrate_mean	rssi_77_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	241
DATA	2026-04-25T233000_AIU-1657.ghg	2026-04-26	00:00:00	116	0	18000	18000	0.04993330986005588	1	NaN	1.0561752214685671	2	NaN	4.921866434643688	1	NaN	22.6269117938241	1	NaN	0.11084035349929797	1	NaN	-0.00287098288969785	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0831179431110482e-10	6.488495381699161e-12	8.957425941585453e-13	NaN	20.375045963176877	508.9858079734058	517.1852048027582	0.2	0	634.641893759223	15.853888999936501	16.10928379712459	0.1	1	0.08761288139018601	2.0733268926649036	2.1067267039830524	0	0	NaN	NaN	NaN	NaN	9	295.9682937528822	288.30942439590257	96774.30683985043	1.1623781955343078	1014.1373537964965	0.024769018065862066	0.007182454906754508	0.011534049671009173	1534.6606647695094	1717.6564147601198	0.009922802849641671	89.34619587374425	182.99574999061042	286.53430322342314	-0.33320209559024544	-1.9785007837877782	0.3707297722405001	2.040325844560123	2.5662897045245727e-14	1.0223868681699153e-14	2.040325844560123	3.4849374687782686	260.5595589247881	260.4404410752119	10.468868962671323	NaN	0.20726284246995114	0.23900146302787728	-719.0369432538288	-0.002785809573198635	0.21458835494487113	0.004322851238267766	0	18.0844570847478	-2.7443861328924415	6.207808904999901	15.458321916598187	23.57491628431809	33.06415529268016	49.536129706382944	0.04933891325870067	1.0120472171374872	1.3132664175786457	1.0244651717152822	4.437627375461079	1.1091211627772815	20.40075742235903	1.1091211627772815	0.09993529762045972	1.1091211627772815	-0.0028434565181441026	1.306201501599219	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800001119	899999999	899999999	89999	89999	89	89	4	7	5	12	9	2	4	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	1327	0	0	0	0	301	0	0	18000	0	21	18000	18000	18000	18000	67	NaN	0.3116515995003389	0.12250474114002645	0.043846585415389244	0.06127272701262008	54.99684837829945	0.02075575547275424	1.1792295802563023e-7	NaN	0.0011140600600471813	0.5134490773440168	0.0025151853578283157	-0.0000028434565181441027	NaN	20.376434254002515	634.685012260406	67.12363519371884	64.66503991190591	69.58222953160599	-4.917190332306764	0.0002780099713321154	34.943047458700185	072
DATA	2026-04-26T000000_AIU-1657.ghg	2026-04-26	00:30:00	116.02	0	18000	18000	0.10263149857316188	1	NaN	-11.628576248578169	2	NaN	-12.173142855423546	2	NaN	30.667679114805047	1	NaN	-0.2740929614726805	2	NaN	0.018012591998594854	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.474039745871233e-10	1.0505230934690009e-11	1.4923618966395156e-12	NaN	20.54129354047228	512.5952131146389	520.6657868211523	0	0	621.153032564976	15.500487857646744	15.744535844326004	0	0	0.0882403369849773	2.086204500561499	2.1190508220991835	0.4	0	NaN	NaN	NaN	NaN	9	295.7387509562175	288.1348466304891	96776.51412705102	1.163265361406863	1013.9346689742356	0.024753455282972216	-0.017761223903429695	0.01128403258403864	1500.485563565654	1698.4702289054392	0.009700308251585549	88.34335380330016	197.98466533978512	286.1893052061874	-0.28858991830754177	-1.2794748450881437	0.2799370509524044	1.3411579969034904	3.0261524833311115e-14	1.6912468238800885e-14	1.3411579969034904	3.342932475744468	263.7105602680001	257.28943973199995	12.047812548611134	NaN	0.29703042525603185	0.32580559416590554	192.21078078393728	0.010421371745280354	0.9552649128238272	-0.03319226114184866	0	22.23622987223218	-3.3744336710351233	7.632978151768097	19.007194850562783	28.987171429041403	40.65492008821738	60.908478588546	0.1015063126102694	1.0110848865844688	-12.108170592262427	1.0227679154033147	-10.935750735874693	1.1131510903489772	27.550329313508204	1.1131510903489772	-0.24623158872956885	1.1131510903489772	0.017010910022866147	1.394736709758919	NaN	NaN	800000009	800000009	800000009	800000019	800000019	801000019	899999999	899999999	89999	89999	89	89	4	0	0	2	8	3	4	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	197	0	0	0	0	301	151	0	18000	0	21	18000	18000	18000	18000	67	NaN	0.4453462286053801	0.152548726236261	0.05371623349016992	0.08536208836580711	58.92908778985103	0.036360611862856294	4.856394850313314e-7	NaN	-0.010265728209379718	0.6927060058882474	-0.006191073014461099	0.000017010910022866146	NaN	20.5427974030707	621.1921467815233	66.83884676127956	64.34448355038977	69.33321045811965	-4.988726545307371	0.0002774643006236551	38.0212530708837	119
DATA	2026-04-26T003000_AIU-1657.ghg	2026-04-26	01:00:00	116.041	0	18000	18000	0.07756402727025068	1	NaN	18.72984982370182	1	NaN	-2.091502346357924	1	NaN	18.569882235364794	1	NaN	-0.04707372478782027	1	NaN	0.003922610043616257	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.2935389673884412e-10	-6.831759513936654e-12	-9.833416656245597e-13	NaN	20.379006665076066	507.6643593006774	515.4590209175899	0.1	1	607.0290265320458	15.121787185016101	15.35396660039309	-0.4	0	0.08737382116785262	2.0614394768878896	2.093090749764758	0	1	NaN	NaN	NaN	NaN	9	294.9442527389526	287.7158256114331	96797.12559328738	1.1653754596587849	1013.7134845565685	0.024712194287506182	-0.0030503773662507536	0.01102672658577466	1464.1381675872665	1653.185397927364	0.009461951935218562	88.5646685134583	189.04723034009749	285.81470920760546	-0.16109235443591455	-1.594471188326525	0.23440450649117636	1.6196402655293933	5.4373802670933025e-14	-1.1254419830574605e-14	1.6196402655293933	3.8760077854126473	256.7691217413445	264.2308782586555	8.321428849756956	NaN	0.257986654608692	0.4140803289522458	-78.19747723868728	-0.02561591589311515	-8.95521339305088	0.06145482158569781	0	18.65301004100793	-2.83066623749626	6.4029747365366605	15.944312432283343	24.31608248489696	34.10365142738868	51.093484337172626	0.07664932849400741	1.011933552376976	18.284661899066016	1.0227193251038758	-1.8974353242618724	1.102278596595405	16.846813766248726	1.102278596595405	-0.04270583220359747	1.102278596595405	-0.0016183577967630073	1.3052293527690406	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800000119	899999999	899999999	89999	89999	89	89	9	4	0	13	9	0	9	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	1	0	0	0	0	301	0	0	18000	0	21	18000	18000	18000	18000	70	NaN	0.6043247349412885	0.1609608158020192	0.06287510716118398	0.08864487265891871	59.58496600053293	0.010821632524715784	1.331559847288382e-7	NaN	0.01547767924139718	0.42271566590086346	-0.0010715631185975868	-0.0000016183577967630073	NaN	20.380530597170257	607.0716082693125	69.65216267479784	67.38163638877862	71.9226898583305	-4.5410535030099926	0.0002769523990896738	28.232186262183596	243
DATA	2026-04-26T010000_AIU-1657.ghg	2026-04-26	01:30:00	116.062	0	18000	18000	0.26768531278653634	1	NaN	73.19201056448726	1	NaN	32.789118175502274	2	NaN	-15.65990381440432	1	NaN	0.7379846425725864	2	NaN	0.017367749897880348	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.260541578514084e-10	-2.446413445760582e-11	-3.56788698607e-12	NaN	20.522772607919066	511.2683534896764	519.1287660291974	0.1	1	607.7953409603381	15.141546864461267	15.374338125701652	0.3	0	0.08864180708965058	2.091293595840015	2.123445850702574	0	1	NaN	NaN	NaN	NaN	9	294.38149829271106	287.70954814410635	96812.91712455505	1.1655822517414174	1013.7245412459098	0.024707624295553877	0.0478214048387036	0.011043177438215908	1466.2905331654092	1652.515114686701	0.00947438708998618	88.73083944187718	186.22458152129184	285.83711808159956	-0.6032129517378355	-1.1132927342728969	0.40998152722226533	1.3309287847187998	1.0151911187791966e-13	-4.025061202172367e-14	1.3309287847187998	3.4554249928305962	279.45006605582125	241.5499339441788	17.9412520730976	NaN	0.47922648153496844	0.5566599744117415	-128.2762101107728	-0.01561552214763926	2.232204299387691	0.12925875909258835	0	26.729050120702638	-4.056236477151967	9.175217955612766	22.84759002465078	34.84401638390101	48.869228413945955	73.21500930344358	0.26444871234368206	1.0122390478447403	73.82562071300299	1.0218654139711252	29.857728304553532	1.0981785968794444	-14.259888017216046	1.0981785968794444	0.6720078543413832	1.0981785968794444	-0.007194422282759609	1.3052963473934969	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800100119	899999999	899999999	89999	89999	89	89	5	3	4	22	3	10	4	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	301	0	0	18000	0	21	18000	18000	18000	18000	68	NaN	0.49772959086668533	0.5273272186073769	0.08826313934942095	0.0976070372584999	16.68208755116062	0.016567585674697204	1.7306182788231309e-7	NaN	0.062480460367088604	-0.35774624009370565	0.016859058283895507	-0.000007194422282759609	NaN	20.524246551426344	607.8334923971161	69.05271549267238	66.73849901941091	71.36693005922113	-4.628430485169112	0.0002769470835337415	37.3543233566908	031
DATA	2026-04-26T013000_AIU-1657.ghg	2026-04-26	02:00:00	116.083	0	18000	18000	0.0904123751957319	1	NaN	13.36572368805345	1	NaN	6.792804951548333	1	NaN	9.845701904658714	1	NaN	0.1528203701999019	1	NaN	-0.0010790589330799036	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.47570408382267e-10	1.55875987589761e-11	2.3491720913919035e-12	NaN	20.608645370288176	512.5480527159516	520.1371781871452	-0.1	0	586.6629936178374	14.590622992273296	14.806661406631704	-0.4	0	0.08841466559214779	2.081243774515339	2.112060046389248	0	1	NaN	NaN	NaN	NaN	9	293.96959762516724	287.26512680083954	96811.80028685796	1.1676166185548578	1013.4060733837449	0.02466974332824581	0.009902759988953643	0.010657712458832676	1412.9233792923299	1605.6638559460516	0.009127749887650258	87.99621253601926	192.74047665372177	285.2727584205365	-0.1891643731659535	-1.727985586384024	0.2939951561793164	1.762994752880098	-1.2749323150704926e-15	2.656993696304311e-14	1.762994752880098	3.6782205434096134	257.2473517285381	263.7526482714619	9.599430794692498	NaN	0.2782683452755684	0.267604402616491	-137.51094238975486	-0.014566840756006914	1.9676295408727884	0.040592416202339866	0	21.174532925341722	-3.2133170632914605	7.268531946364652	18.09967226882358	27.603142230654896	38.71379945842768	58.00032616663048	0.08934791045905369	1.011913705997255	13.503566308895767	1.0232605543430198	6.150021439984854	1.1045172797909892	8.914031572708254	1.1045172797909892	0.1383594199891744	1.1045172797909892	-0.004751762321407794	1.3054424252133139	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800000019	899999999	899999999	89999	89999	89	89	13	1	0	28	5	7	4	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	40	0	0	0	0	301	151	0	18000	0	21	18000	18000	18000	18000	67	NaN	0.381120353487821	0.10081024740698401	0.05327820433817702	0.04621451188213283	15.687866507722028	0.0020139141066629605	3.199957037258747e-7	NaN	0.011412077466420017	0.2231638438438493	0.003463844585352832	-0.000004751762321407794	NaN	20.61007493585672	586.7035759703056	68.23323108630709	65.83566077338328	70.63080139753556	-4.7951415934827635	0.0002763678588768622	30.631037877374265	222
DATA	2026-04-26T020000_AIU-1657.ghg	2026-04-26	02:30:00	116.104	0	18000	18000	0.11893230116034632	1	NaN	26.020964005321648	0	NaN	-9.998600088043855	1	NaN	-8.21447890949082	2	NaN	-0.22490766376215937	1	NaN	0.026122907125437484	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.16685609991956e-10	1.7468738465546743e-11	2.658892564049154e-12	NaN	20.491224844638477	509.3818195993557	516.839379757005	0.1	1	580.4511113116007	14.429163971900568	14.640412890108268	-0.4	0	0.08834966226693568	2.0780786495678716	2.1085025790156635	0	0	NaN	NaN	NaN	NaN	9	293.8004932335747	287.10443523955024	96791.52958410577	1.1680972213770549	1013.3122377084428	0.02466110707040206	-0.014574016611787926	0.01054346580980329	1396.995480219084	1589.0131468577047	0.009026188588458188	87.91591705717865	192.01766663862077	285.10068540281077	-0.5239567951207124	-1.3941077561715078	0.4633661923925914	1.5597356786402403	1.4935822811388168e-14	3.009510727970523e-14	1.5597356786402403	3.911267197527756	271.59806041499996	249.40193958499998	17.282302083200754	NaN	0.31908795857497985	0.3725049231023009	-106.47991546228181	-0.018811998406493422	-2.6024607221201945	0.0688954732875883	0	18.836382647191655	-2.8584937379406825	6.465920618310487	16.101056578031812	24.555127197124705	34.43891503518566	51.59577031468065	0.11752617985664775	1.0119643240800789	25.004427749987073	1.02251354302039	-9.078299834763094	1.101373634935112	-7.458394362213674	1.101373634935112	-0.20420650779007427	1.101373634935112	0.014688830104168198	1.3051835733594659	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800010019	899999999	899999999	89999	89999	89	89	25	8	1	24	0	4	10	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	33	0	0	0	0	301	0	0	18000	0	21	18000	18000	18000	18000	67	NaN	0.2938596782008101	0.35728950082989097	0.09386066717390065	0.043280435342412556	11.687814129311985	0.013255609845066992	1.305710657846532e-7	NaN	0.021124899002409357	-0.18662583910345473	-0.0051097071321122185	0.000014688830104168198	NaN	20.49268575755548	580.4916688809258	68.71857361348466	66.3489899304708	71.08815803146368	-4.739167572842713	0.0002766286890675676	33.50073076054805	246
DATA	2026-04-26T023000_AIU-1657.ghg	2026-04-26	03:00:00	116.124	0	18000	18000	0.16920263350298786	1	NaN	-2.9805490820639937	2	NaN	-21.692899831346285	1	NaN	57.724442294734935	2	NaN	-0.4878072585553473	1	NaN	0.05273694634132953	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.991465644636251e-10	-1.9123428281864297e-11	-2.9685904643159876e-12	NaN	20.921892547643527	519.4559552112132	526.9429905836331	0	0	572.2667205876662	14.208435269491739	14.413224638796725	-0.3	0	0.08883477924264285	2.0862329690935923	2.116302313526002	-0.1	0	NaN	NaN	NaN	NaN	9	293.21170314873586	286.7822233174532	96798.49941292587	1.1695919816786144	1013.1822280650405	0.0246316566798237	-0.031609910354386504	0.01039459145079954	1375.7241375690717	1556.0822571902681	0.00888736552030827	88.40947393443973	180.35811962119647	284.8681730276833	0.0551701763991887	-0.27231173618634413	0.1623057317145337	0.3217772219659092	1.9898561955959836e-14	-3.341698476232597e-14	0.3217772219659092	2.150429585230824	239.5469366120385	281.45306338796155	30.291799400235423	NaN	0.3803525812930276	0.2470197242338365	1574.4385254825452	0.0012722630751086808	0.13739744825434053	-0.006612839230298644	0	21.578206557857662	-3.2745760944085958	7.407100041547315	18.4447264184412	28.1293715804304	39.4518436037686	59.10605078560293	0.1664827590169712	1.016337274214319	-4.145119276772664	1.0222193856473623	-19.718094586880675	1.1001519307945475	52.46951869006439	1.1001519307945475	-0.44339990223263526	1.1001519307945475	0.04181818299272437	1.3842086399314932	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800001019	899999999	899999999	89999	89999	89	89	27	0	0	7	4	10	2	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	301	0	0	18000	0	21	18000	18000	18000	18000	71	NaN	0.3012576966830858	0.09783263327167856	0.09494911851290866	0.08700155130298716	95.50679778363202	0.0038694799372501294	7.071232359427724e-7	NaN	-0.0034979619932749783	1.3110440518076572	-0.011079133540904219	0.00004181818299272437	NaN	20.923638762685904	572.306937845424	70.62214589733571	68.38562220340323	72.8586696798535	-4.473049265676067	0.0002762341639803101	35.11921807384007	118
DATA	2026-04-26T030000_AIU-1657.ghg	2026-04-26	03:30:00	116.145	0	18000	18000	0.05656933177648605	1	NaN	17.188128333960766	1	NaN	-13.664164932324644	1	NaN	18.212751446203725	2	NaN	-0.30722414874299875	1	NaN	0.04429063327434591	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5983558971566464e-10	-4.2695665886280764e-12	-6.664732005173216e-13	NaN	21.49638718695064	533.2682511827737	540.9743163696277	0.1	1	574.2166476995969	14.244789361846086	14.450635622432424	0.1	1	0.08963439239992022	2.103678707337086	2.134078201803484	-0.4	0	NaN	NaN	NaN	NaN	9	292.9012801098294	286.64220825691893	96821.58672276682	1.1704262059235153	1013.2002016835418	0.024613760217251708	-0.01990812483854632	0.010428764497293694	1379.5730651793294	1541.96028906027	0.008910228124177176	89.46878041976647	162.3872238809406	284.91047819794665	-0.09964712722707075	-0.623653505085411	0.162129812041928	0.6520424221802013	2.2550621423012967e-14	-7.435462914098081e-15	0.6520424221802013	2.6649016877106826	260.0779654750297	260.92203452497023	14.3975918711077	NaN	0.21984596838812082	0.3117695567648604	-52.73093392536753	-0.03798718988810397	-1.2578981898337347	0.06592813299010501	0	16.55487686309136	-2.5122664330978135	5.682753512050403	14.150859748791746	21.580953982507456	30.2675948129014	45.34637250763383	0.05566224653654409	1.0162962384090342	16.115692609532243	1.0225526318875346	-12.500983677347296	1.0930471781260798	16.662365367822154	1.0930471781260798	-0.28107126104996116	1.0930471781260798	0.03163119764400117	1.3107645703249489	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800000019	899999999	899999999	89999	89999	89	89	14	2	1	21	18	0	7	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	301	151	17997	18000	0	21	18000	18000	18000	18000	73	NaN	0.4850227136061017	0.07698756507514706	0.06152883484847201	0.0382815478011884	113.06056171338712	0.009424226918101217	8.366196557167135e-7	NaN	0.013589693768005472	0.4160516232923246	-0.007018220513066427	0.00003163119764400117	NaN	21.49790811308209	574.2572794096743	72.72189645809588	70.61997904544421	74.82381407038375	-4.203833434568493	0.00027612379071716636	33.7107178525931	080
DATA	2026-04-26T033000_AIU-1657.ghg	2026-04-26	04:00:00	116.166	0	18000	18000	0.07272626665845516	1	NaN	9.4992026378685	1	NaN	-7.011416570844141	1	NaN	-9.040466701325657	1	NaN	-0.15768964116610232	1	NaN	0.0077022353863744316	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.694584410830254e-10	-1.861473216738014e-11	-2.841868435132417e-12	NaN	20.798112082528693	515.9257590257752	523.4347736963306	0.1	1	578.305182584755	14.34565498491647	14.554448075503526	0.1	1	0.08828852488896206	2.074951658843983	2.1051514350218072	-0.7	0	NaN	NaN	NaN	NaN	9	292.5767251756456	286.94224493594766	96864.30472457837	1.169673368974132	1013.2624352676556	0.02462865790634366	-0.01021828874756343	0.010496256362830903	1389.9546365662661	1572.3611467305554	0.008973664478688352	88.39919756707476	182.40651016428933	285.0240705641825	-0.21456580243592457	-0.9044264383852089	0.18706721406403037	0.9481665510883178	-5.0521552905183444e-14	-3.2188423565877367e-14	0.9481665510883178	2.263640717900202	264.34609659004957	256.65390340995043	11.3787419106574	NaN	0.24935228135205195	0.17572588575868384	-139.26379343667716	-0.014383494450126433	-1.3548193210155877	0.032143063172536235	0	19.39336096327245	-2.943017346242039	6.657113250428501	16.57715326538015	25.28120468522687	35.457249036104194	53.12142021280728	0.07175149378815286	1.0135854017643218	8.947327579909329	1.0215240659995373	-6.408308119607922	1.0941135226302319	-8.262823294234146	1.0941135226302319	-0.14412548415178972	1.0941135226302319	0.004068069120999896	1.306958276603292	NaN	NaN	800000009	800000009	800000009	800000019	800000019	800000019	899999999	899999999	89999	89999	89	89	13	2	0	46	4	9	5	NaN	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	301	0	18000	18000	0	16	18000	18000	18000	18000	73	NaN	0.1646640513644561	0.1334971267721451	0.05329059338076648	0.020706094527858966	7.589602619232859	0.003271562413531393	2.951833555217474e-7	NaN	0.007549301905604243	-0.20646491721458235	-0.0036012940243651827	0.000004068069120999897	NaN	20.799646785440846	578.3477248166349	72.6028781551784	70.50366118409883	74.70209446334853	-4.198432634578814	0.000275715258599828	36.09186904704078	214
